Date;EHIMainReturn;EHIArbitrageReturn;EHIManagedFuturesReturn;EHIDistressedDebtReturn;EHIEventDrivenReturn;EHIFixedIncomeReturn;EHILSEquityReturn;EHIMacroReturn;EHIMultiStrategyReturn;EHIRelativeValueReturn;GB1MValue;SPXValue;IEFValue;DXYValue;BAA10YValue;VIXYValue;GSGValue;RSSCValue;RSLCValue;RSVValue;RSGValue;MTUMValue;PHDGValue
2016-11-01;0,0040;0,0053;0,0024;0,0109;0,0139;-0,0013;0,0064;0,0012;0,0000;0,0088;0,0037;2198,8100;105,2600;101,5000;0,0257;1859,2000;14,9200;1322,3400;15,1600;109,7100;103,9700;75,4200;23,8900
2016-12-01;0,0090;0,0046;0,0061;0,0180;0,0164;0,0091;0,0089;0,0119;0,0081;0,0056;0,0042;2238,8300;104,8200;102,2100;0,0234;1700,8000;15,6700;1357,1300;15,0100;111,8200;104,9000;75,8600;23,9900
2017-01-01;0,0109;0,0057;-0,0025;0,0207;0,0168;0,0096;0,0179;0,0026;0,0097;0,0152;0,0047;2278,8700;105,0500;99,5100;0,0223;1294,4000;15,4300;1361,8200;15,3100;112,5000;108,3500;78,2500;24,2600
2017-02-01;0,0110;0,0053;0,0070;0,0156;0,0105;0,0089;0,0126;0,0106;0,0160;0,0042;0,0040;2363,6400;105,6500;101,1200;0,0222;1228,8000;15,4500;1386,6800;15,9000;116,4400;112,7700;81,2200;25,2100
2017-03-01;0,0055;0,0048;-0,0027;0,0062;0,0051;0,0048;0,0099;0,0033;0,0044;0,0043;0,0074;2362,7200;105,5900;100,3500;0,0220;1053,6000;14,8200;1385,9200;15,8400;114,7300;113,8000;82,6500;25,1800
2017-04-01;0,0064;0,0058;0,0018;0,0046;0,0113;0,0059;0,0088;0,0036;0,0062;-0,0002;0,0067;2384,2000;106,6000;99,0500;0,0227;1000,8000;14,4300;1400,4300;16,0100;114,5100;116,3300;84,7800;25,2000
2017-05-01;0,0045;0,0048;0,0027;-0,0001;0,0056;0,0046;0,0046;0,0021;0,0022;0,0033;0,0087;2411,8000;107,3200;96,9200;0,0225;899,2000;14,2600;1370,2100;16,2100;114,3200;119,3400;88,8200;25,6400
2017-06-01;0,0013;0,0051;-0,0085;0,0035;0,0063;0,0025;0,0047;-0,0046;0,0011;0,0048;0,0084;2423,4100;106,6100;95,6300;0,0218;850,4000;14,0200;1415,3600;16,2600;116,2200;119,0200;88,8900;25,3200
2017-07-01;0,0106;0,0069;0,0099;0,0075;0,0064;0,0072;0,0137;0,0084;0,0099;0,0052;0,0098;2470,3000;106,8500;92,8600;0,0207;745,6000;14,6100;1425,1400;16,5800;116,9800;121,7000;91,9800;25,9800
2017-08-01;0,0075;0,0002;0,0079;0,0022;0,0044;0,0041;0,0079;0,0088;0,0067;0,0026;0,0094;2471,6500;108,2400;92,6700;0,0210;769,2000;14,4600;1405,2800;16,6300;115,5800;123,9100;93,3300;26,0300
2017-09-01;0,0068;0,0058;-0,0086;0,0060;0,0091;0,0051;0,0150;0,0054;0,0068;0,0100;0,0095;2519,3600;106,5200;93,0800;0,0210;650,6000;14,9000;1490,8600;16,9100;118,2900;125,0600;95,6800;26,2500
2017-10-01;0,0125;0,0063;0,0200;-0,0029;0,0042;0,0059;0,0135;0,0131;0,0113;0,0063;0,0098;2575,2600;106,1600;94,5500;0,0196;563,2000;15,4800;1502,7700;17,2900;119,1700;129,9600;100,5000;26,6600
2017-11-01;0,0033;0,0005;-0,0003;-0,0003;0,0019;0,0014;0,0050;0,0029;-0,0003;0,0053;0,0113;2647,5800;105,7000;93,0500;0,0192;530,6000;15,6800;1544,1400;17,8200;122,8000;133,7900;103,3100;27,3500
2017-12-01;0,0103;0,0090;0,0109;0,0105;0,0139;0,0046;0,0114;0,0049;0,0067;0,0071;0,0126;2673,6100;105,5700;92,1200;0,0182;463,0000;16,2800;1535,5100;17,7600;124,1100;134,6800;103,1300;27,2900
2018-01-01;0,0200;0,0046;0,0287;0,0214;0,0144;0,0093;0,0255;0,0201;0,0169;0,0029;0,0146;2823,8100;103,3000;89,1300;0,0168;496,0000;16,8900;1574,9800;18,7300;128,8000;144,0400;111,6100;28,9100
2018-02-01;-0,0135;-0,0061;-0,0355;0,0072;-0,0033;-0,0018;-0,0149;-0,0118;-0,0091;0,0138;0,0151;2713,8300;102,1700;90,6100;0,0165;733,8000;16,2700;1512,4500;18,0400;122,5700;140,2900;109,9800;29,7500
2018-03-01;-0,0058;-0,0063;-0,0038;0,0085;-0,0110;-0,0004;-0,0082;-0,0056;-0,0044;-0,0006;0,0162;2640,8700;103,1900;89,9700;0,0180;783,0000;16,6500;1529,4300;17,5500;119,7400;136,0900;105,9200;28,1900
2018-04-01;0,0061;0,0034;0,0042;0,0116;0,0061;0,0029;0,0069;0,0036;0,0038;0,0061;0,0162;2648,0500;101,7000;91,8400;0,0180;686,6000;17,4200;1541,8800;17,6100;120,1200;136,4500;106,4500;27,7500
2018-05-01;0,0029;0,0059;-0,0017;0,0068;0,0126;-0,0029;0,0087;-0,0022;-0,0024;0,0073;0,0175;2705,2700;102,5100;93,9900;0,0185;611,2000;17,6900;1633,6100;18,0500;120,8300;142,4300;110,1200;28,2800
2018-06-01;-0,0039;0,0047;-0,0011;0,0093;0,0048;-0,0015;-0,0072;-0,0011;-0,0050;-0,0017;0,0176;2718,3700;102,5100;94,6400;0,0192;610,4000;17,9100;1643,0700;18,0900;121,1600;143,8000;109,7000;27,9300
2018-07-01;0,0047;0,0024;-0,0002;0,0008;0,0026;0,0073;0,0053;0,0026;0,0051;0,0060;0,0190;2816,2900;101,7800;94,4900;0,0190;517,6000;17,2600;1670,8000;18,7100;125,0900;147,5100;111,6300;28,8500
2018-08-01;0,0011;0,0051;0,0090;0,0056;-0,0011;-0,0007;0,0005;-0,0025;-0,0010;0,0017;0,0193;2901,5200;102,6100;95,1400;0,0188;478,8000;17,4400;1740,7500;19,3500;126,8700;155,5100;118,1800;29,5900
2018-09-01;-0,0006;0,0028;-0,0035;0,0108;0,0032;0,0038;-0,0036;0,0010;0,0025;0,0008;0,0211;2913,9800;101,1700;95,1300;0,0188;438,8000;18,1100;1696,5700;19,3300;126,3900;155,9800;119,0000;29,5900
2018-10-01;-0,0230;-0,0139;-0,0221;-0,0043;-0,0228;-0,0058;-0,0356;-0,0128;-0,0176;-0,0158;0,0219;2711,7400;100,6600;97,1300;0,0192;619,0000;16,9900;1511,4100;17,9700;119,8700;142,0800;107,2700;27,8900
2018-11-01;-0,0035;0,0122;-0,0024;-0,0141;-0,0002;-0,0049;-0,0020;-0,0026;-0,0044;0,0041;0,0231;2760,1700;101,7800;97,2700;0,0210;567,4000;15,1100;1533,2700;18,3300;123,2500;143,3200;108,7900;27,7800
2018-12-01;-0,0166;-0,0120;0,0037;-0,0214;-0,0257;-0,0054;-0,0294;-0,0066;-0,0140;-0,0247;0,0244;2506,8500;104,2000;96,1700;0,0230;772,2000;14,0200;1348,5600;16,5200;110,8500;130,9100;100,2300;26,2400
2019-01-01;0,0256;0,0098;0,0008;0,0177;0,0331;0,0168;0,0406;0,0202;0,0263;0,0246;0,0240;2704,1000;104,8800;95,5800;0,0241;583,0000;15,1900;1499,4200;17,9000;119,3100;142,5100;106,7000;26,8900
2019-02-01;0,0114;0,0074;0,0030;0,0070;0,0105;0,0082;0,0175;0,0037;0,0070;0,0079;0,0242;2784,4900;104,1100;96,1600;0,0227;516,4000;15,7200;1575,5500;18,5000;123,1200;147,6300;110,3200;27,6900
2019-03-01;0,0074;0,0041;0,0152;0,0031;0,0022;0,0063;0,0056;0,0075;0,0065;0,0013;0,0245;2834,4000;106,6700;97,2800;0,0227;480,4000;15,9500;1539,7400;18,7300;123,2600;151,3600;112,1800;27,8800
2019-04-01;0,0118;0,0060;0,0093;0,0109;0,0141;0,0085;0,0141;0,0087;0,0084;0,0110;0,0243;2945,8300;105,9000;97,4800;0,0217;422,4000;16,3900;1591,2100;19,4900;127,5100;158,0800;114,7100;28,4800
2019-05-01;-0,0097;-0,0024;-0,0064;-0,0067;-0,0162;-0,0011;-0,0226;0,0014;-0,0087;-0,0120;0,0236;2752,0600;108,9100;97,7500;0,0223;501,4000;15,0100;1465,4900;18,2500;119,3500;148,2000;112,1900;26,9100
2019-06-01;0,0194;0,0068;0,0209;0,0086;0,0125;0,0105;0,0228;0,0205;0,0178;0,0103;0,0218;2941,7600;110,0200;96,1300;0,0239;428,0000;15,6500;1566,5700;19,3700;126,9900;157,3400;118,6000;28,0900
2019-07-01;0,0053;0,0062;0,0099;-0,0036;0,0020;0,0059;0,0058;0,0042;0,0059;0,0022;0,0200;2980,3800;109,8700;98,5200;0,0222;388,0000;15,5800;1574,6000;19,6700;128,2000;161,3200;120,7300;28,5200
2019-08-01;-0,0034;-0,0002;0,0201;-0,0198;-0,0141;-0,0007;-0,0107;0,0101;-0,0052;-0,0181;0,0209;2926,4600;114,0100;98,9200;0,0224;442,4000;14,8200;1494,8400;19,3000;124,3500;159,9300;121,0500;27,6000
2019-09-01;-0,0005;0,0030;-0,0185;0,0027;0,0014;0,0040;0,0030;-0,0033;0,0028;0,0056;0,0195;2976,7400;112,4700;99,3800;0,0221;390,4000;15,0500;1523,3700;19,5500;128,0200;159,6300;119,2500;27,4400
2019-10-01;0,0052;0,0040;-0,0104;-0,0035;0,0011;0,0043;0,0121;0,0011;0,0039;0,0015;0,0155;3037,5600;112,5100;97,3500;0,0221;325,2000;15,1700;1562,4500;19,9600;129,8300;164,1400;120,0200;26,6300
2019-11-01;0,0078;0,0089;0,0051;-0,0007;0,0109;0,0035;0,0140;-0,0001;0,0052;0,0100;0,0165;3140,9800;111,5700;98,2700;0,0213;271,0000;15,2300;1624,5000;20,7200;133,8300;171,4300;123,9700;27,4600
2019-12-01;0,0151;0,0078;0,0086;0,0206;0,0180;0,0099;0,0216;0,0125;0,0147;0,0106;0,0148;3230,7800;110,2200;96,3900;0,0202;248,6000;16,2100;1668,4700;21,0500;136,4800;175,9200;125,5600;27,9800
2020-01-01;0,0039;0,0049;0,0050;0,0007;-0,0019;0,0066;-0,0007;0,0039;0,0027;-0,0003;0,0157;3225,5200;114,0400;97,3900;0,0201;267,4000;14,4900;1614,0600;21,0700;133,5600;179,9000;130,2600;28,1400
2020-02-01;-0,0201;0,0007;-0,0087;-0,0116;-0,0288;-0,0050;-0,0323;-0,0098;-0,0203;-0,0362;0,0144;2954,2200;117,2600;98,1300;0,0211;376,8000;13,3600;1476,4300;19,3500;121,1500;167,9700;120,9000;27,9100
2020-03-01;-0,0661;-0,0258;0,0206;-0,1250;-0,1177;-0,0873;-0,0948;-0,0320;-0,0648;-0,0392;0,0004;2584,5900;121,4800;99,0500;0,0342;758,6000;9,3000;1153,1000;16,7000;99,1800;150,6500;106,4800;29,3000
2020-04-01;0,0450;0,0298;0,0094;0,0214;0,0633;0,0274;0,0669;0,0232;0,0388;0,0358;0,0009;2912,4300;121,6700;99,0200;0,0347;621,4000;8,4800;1310,6600;18,9100;110,2700;172,7800;118,9400;29,9700
2020-05-01;0,0224;0,0124;0,0014;0,0301;0,0267;0,0268;0,0307;0,0160;0,0160;0,0233;0,0013;3044,3100;121,9400;98,3400;0,0328;546,0000;9,8200;1394,0400;19,9000;114,1200;184,3200;125,9200;30,6400
2020-06-01;0,0194;0,0178;-0,0022;0,0322;0,0239;0,0208;0,0297;0,0111;0,0178;0,0113;0,0013;3100,2900;121,8700;97,3900;0,0291;555,2000;10,3700;1441,3700;20,2200;112,6200;191,9500;131,0000;30,9800
2020-07-01;0,0284;0,0111;0,0313;0,0125;0,0163;0,0148;0,0340;0,0251;0,0214;0,0198;0,0010;3271,1200;122,8000;93,3500;0,0269;468,8000;10,7500;1480,4300;21,4100;117,1300;206,8800;140,1900;32,0300
2020-08-01;0,0212;0,0097;0,0114;0,0180;0,0281;0,0117;0,0306;0,0108;0,0139;0,0155;0,0009;3500,3100;121,5100;92,1400;0,0262;439,4000;11,2500;1561,8800;22,9700;121,9100;227,9200;153,4800;34,3300
2020-09-01;-0,0085;0,0049;-0,0140;-0,0047;-0,0008;-0,0005;-0,0097;-0,0128;-0,0095;0,0016;0,0007;3363,0000;121,8200;93,8900;0,0268;408,2000;10,7500;1507,6900;22,0500;118,1300;216,8900;147,4000;32,9900
2020-10-01;-0,0005;0,0029;-0,0044;0,0102;0,0021;0,0027;-0,0016;-0,0047;-0,0067;0,0011;0,0008;3269,9600;120,0600;94,0400;0,0265;434,6000;10,3800;1538,4800;21,5200;116,7300;209,5800;141,2300;32,5800
2020-11-01;0,0522;0,0286;0,0196;0,0595;0,0642;0,0275;0,0714;0,0389;0,0431;0,0408;0,0008;3621,6300;120,3900;91,8700;0,0243;281,4000;11,6500;1819,8200;24,0400;132,4000;231,2400;156,2400;32,1900
2020-12-01;0,0370;0,0236;0,0308;0,0438;0,0429;0,0149;0,0436;0,0326;0,0306;0,0190;0,0006;3756,0700;119,9500;89,9400;0,0223;274,8000;12,3300;1974,8600;24,9700;136,7300;241,1400;161,2900;33,0700
2021-01-01;0,0129;0,0137;-0,0009;0,0180;0,0193;0,0071;0,0114;0,0008;0,0163;0,0071;0,0006;3714,2400;118,6400;90,5800;0,0216;346,0000;12,9100;2073,6400;24,7600;135,4400;239,2400;163,8600;33,9800
2021-02-01;0,0285;0,0143;0,0310;0,0377;0,0339;0,0068;0,0332;0,0166;0,0167;0,0176;0,0003;3811,1500;115,7600;90,8800;0,0216;261,0000;14,2400;2201,0500;25,4800;143,5600;239,1700;162,9000;33,8200
2021-03-01;0,0130;-0,0021;0,0052;0,0120;0,0158;0,0037;0,0108;0,0061;0,0103;0,0090;0,0001;3972,8900;112,9300;93,2300;0,0213;187,0000;13,9700;2220,5200;26,3400;151,5500;243,0400;160,8600;33,7300
2021-04-01;0,0205;0,0100;0,0222;0,0155;0,0225;0,0077;0,0247;0,0156;0,0171;0,0110;0,0001;4181,1700;113,9900;91,2800;0,0197;164,6000;15,1000;2266,4500;27,7500;157,5500;259,7400;172,2100;35,3000
2021-05-01;0,0080;0,0003;0,0122;0,0258;0,0110;0,0059;0,0121;0,0125;0,0103;0,0113;0,0001;4204,1100;114,4000;90,0300;0,0200;141,8000;15,4600;2268,9700;27,8800;161,1300;256,1400;170,3900;35,1800
2021-06-01;0,0034;0,0024;-0,0022;0,0168;0,0020;0,0052;0,0077;-0,0008;0,0067;0,0024;0,0005;4297,5000;115,4900;92,4400;0,0192;120,4000;16,0900;2310,5500;28,4700;158,6200;271,4800;173,4300;35,5500
2021-07-01;-0,0016;-0,0040;0,0053;0,0044;-0,0099;0,0008;-0,0064;-0,0064;-0,0025;-0,0002;0,0005;4395,2600;117,7100;92,1700;0,0192;123,8500;16,3000;2226,2500;29,0600;159,9700;280,6600;175,0300;36,1600
2021-08-01;0,0117;0,0036;0,0034;0,0078;0,0106;0,0056;0,0105;0,0053;0,0051;0,0064;0,0004;4522,6800;117,1700;92,6300;0,0196;104,2500;15,9100;2273,7700;29,9000;163,0900;290,9000;182,2400;36,9400
2021-09-01;-0,0079;0,0043;-0,0016;0,0107;0,0059;-0,0021;-0,0134;-0,0091;-0,0069;-0,0039;0,0005;4307,5400;115,2200;94,2300;0,0186;114,0000;16,8600;2204,3700;28,4300;156,5100;274,0400;175,6000;35,7300
2021-10-01;0,0162;0,0088;0,0213;0,0094;0,0164;-0,0010;0,0138;0,0094;0,0084;0,0033;0,0006;4605,3800;114,6300;94,1200;0,0177;87,4500;17,8500;2297,1900;30,4000;164,5400;298,0000;190,6800;36,9000
2021-11-01;-0,0109;0,0008;-0,0118;-0,0104;-0,0136;-0,0043;-0,0159;-0,0111;-0,0087;-0,0067;0,0011;4567,0000;115,8000;95,9900;0,0172;103,5000;15,9600;2198,9100;30,0000;158,6700;299,8800;183,1500;37,9300
2021-12-01;0,0072;0,0049;0,0066;0,0132;0,0106;0,0055;0,0133;0,0088;0,0089;0,0124;0,0006;4766,1800;115,0000;95,9700;0,0184;75,8500;17,1100;2245,3100;30,9000;167,9300;305,5900;181,8200;38,0700
2022-01-01;-0,0176;-0,0081;0,0036;0,0027;-0,0165;-0,0062;-0,0296;-0,0050;-0,0112;-0,0054;0,0004;4515,5500;112,5700;96,5400;0,0182;87,4000;19,1200;2028,4500;29,1600;163,9500;279,0600;165,4000;37,1700
2022-02-01;-0,0044;-0,0024;0,0143;0,0029;-0,0003;-0,0155;-0,0093;-0,0002;-0,0034;-0,0071;0,0006;4373,7900;112,1200;96,7100;0,0204;98,2500;20,8100;2048,0900;28,3600;161,9800;267,4400;160,9700;36,2600
2022-03-01;0,0127;-0,0018;0,0401;0,0226;0,0084;-0,0011;0,0044;0,0199;0,0155;0,0043;0,0015;4530,4100;107,4700;98,3100;0,0216;82,8500;22,6500;2070,1300;29,2200;165,9800;277,6300;168,2700;36,1400
2022-04-01;-0,0137;-0,0067;0,0231;-0,0025;-0,0115;-0,0011;-0,0287;-0,0009;-0,0074;-0,0093;0,0037;4131,9300;102,8100;102,9600;0,0191;103,1500;23,6800;1864,1000;26,6200;156,4300;243,7500;146,9300;34,6100
2022-05-01;-0,0083;-0,0081;-0,0024;-0,0006;-0,0142;-0,0075;-0,0054;-0,0011;-0,0048;-0,0048;0,0072;4132,1500;103,3200;101,7500;0,0222;87,4500;25,0400;1864,0400;26,5800;159,5300;238,1800;146,0500;34,3700
2022-06-01;-0,0322;-0,0114;-0,0055;-0,0434;-0,0366;-0,0240;-0,0395;-0,0200;-0,0263;-0,0253;0,0108;3785,3800;102,3000;104,6800;0,0213;91,2500;23,1000;1707,9900;24,2600;144,9700;218,7000;136,3700;32,6300
2022-07-01;0,0192;0,0144;-0,0068;0,0215;0,0216;0,0115;0,0239;0,0076;0,0194;0,0126;0,0219;4130,2900;105,1700;105,9000;0,0231;72,8000;22,9300;1885,2300;26,4300;154,5300;245,1700;143,4200;34,8300
2022-08-01;-0,0009;0,0068;0,0061;0,0108;0,0032;0,0024;-0,0024;0,0008;0,0046;0,0036;0,0234;3955,0000;100,9400;108,7000;0,0225;72,9500;22,2500;1844,1200;25,4200;149,9600;233,7100;140,5600;34,7000
2022-09-01;-0,0251;-0,0114;0,0090;-0,0271;-0,0263;-0,0232;-0,0389;-0,0094;-0,0199;-0,0235;0,0274;3585,6200;95,9900;112,1200;0,0217;85,5000;20,5800;1664,7200;22,9600;135,9900;210,4000;131,1800;33,9900
2022-10-01;0,0124;0,0105;0,0033;0,0224;0,0174;0,0038;0,0180;0,0065;0,0126;0,0152;0,0363;3871,9800;94,4100;111,5300;0,0228;71,4500;21,8500;1846,8600;24,8000;149,7400;222,5800;147,6400;35,2700
2022-11-01;0,0141;0,0053;-0,0194;0,0161;0,0092;0,0265;0,0320;0,0071;0,0122;0,0178;0,0396;4080,1100;97,6100;105,9500;0,0218;60,3000;21,5900;1886,5800;26,1400;158,9900;232,6100;152,7600;34,4300
2022-12-01;-0,0076;0,0032;-0,0034;0,0046;-0,0069;0,0049;-0,0142;-0,0058;-0,0053;-0,0010;0,0400;3839,5000;95,7800;103,5200;0,0197;56,9000;21,2300;1761,2500;24,5500;151,6500;214,2400;145,9300;32,2800
2023-01-01;0,0324;0,0129;0,0022;0,0311;0,0253;0,0210;0,0405;0,0195;0,0255;0,0240;0,0452;4076,6000;99,2100;102,1000;0,0197;45,7500;21,2100;1931,9400;26,1900;159,4500;232,0800;145,1300;33,3400
2023-02-01;-0,0078;0,0004;-0,0015;0,0039;-0,0026;-0,0034;-0,0141;-0,0076;-0,0067;-0,0015;0,0459;3970,1500;95,7600;104,8700;0,0184;46,6000;20,3100;1896,9900;25,5700;153,8300;229,3200;139,2700;32,4700
2023-03-01;-0,0031;-0,0037;-0,0184;-0,0241;-0,0138;-0,0034;-0,0023;-0,0015;-0,0027;-0,0002;0,0470;4109,3100;99,1200;102,5100;0,0205;45,2500;20,1200;1802,4800;26,2400;152,2600;244,3300;139,0400;32,8700
2023-04-01;0,0037;0,0034;0,0129;-0,0008;0,0018;0,0059;0,0005;0,0013;0,0060;-0,0067;0,0432;4169,4800;99,7300;101,6600;0,0207;37,9000;19,9100;1768,9900;26,5700;154,6300;246,8300;142,3700;32,8300
2023-05-01;-0,0039;-0,0016;0,0021;0,0010;-0,0140;0,0005;-0,0055;-0,0059;-0,0024;0,0021;0,0521;4179,8300;98,0600;104,3300;0,0220;34,5000;18,6700;1749,6500;26,6900;148,6200;258,4000;135,5000;32,7200
2023-06-01;0,0175;0,0122;0,0130;0,0272;0,0152;0,0100;0,0232;0,0109;0,0174;0,0157;0,0519;4450,3800;96,6000;102,9100;0,0200;24,9600;19,4900;1888,7300;28,3800;157,8300;275,1800;144,2500;33,3100
2023-07-01;0,0152;0,0093;0,0041;0,0172;0,0203;0,0113;0,0214;0,0102;0,0151;0,0129;0,0537;4588,9600;95,7400;101,8600;0,0184;22,6700;21,6000;2003,1800;29,3600;163,3900;284,6400;146,7500;34,2400
2023-08-01;-0,0086;0,0076;-0,0086;-0,0046;0,0051;0,0007;-0,0125;-0,0090;-0,0091;0,0013;0,0539;4507,6600;94,8000;103,6200;0,0185;21,5200;21,7000;1899,6800;28,8500;158,9800;281,9100;147,2000;32,7000
2023-09-01;-0,0052;0,0022;0,0079;0,0086;0,0005;-0,0006;-0,0147;-0,0046;-0,0027;0,0029;0,0540;4288,0500;91,5900;106,2200;0,0178;23,3000;22,5100;1785,1000;27,3900;151,8200;265,9900;139,7000;31,1600